seq_no,ctd_section,title,xml_element,item_type,relative_path,comment
363,,Document/Dataset 1,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-3/filename-1.pdf,
364,,Document/Dataset 2,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-3/filename-2.pdf,
365,,Document/Dataset 3,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-3/filename-3.pdf,
366,5.4,Literature References,m5-4-literature-references,directory,m5/54-lit-ref,"Copies of literature references should ordinarily be submitted as individual files (i.e,. one for each reference)."
367,,Reference 1,m5-4-literature-references,file,m5/54-lit-ref/reference-1.pdf,
368,,Reference 2,m5-4-literature-references,file,m5/54-lit-ref/reference-2.pdf,
369,,Reference 3,m5-4-literature-references,file,m5/54-lit-ref/reference-3.pdf,
370,,,,directory,util,utilities
371,,,,file,names in rows 372 - 379 are illustrative only. Please consult regional guidance for the current name and version of the files.,DTDs/Schemas – it is not necessary to include regional DTDs/Schemas other than the one for the region to which the application is being made.
372,,,,file,util/dtd/ich-ectd-n.dtd,"DTD for the instance – the version used to create the eCTD submission must be included. “n” denotes the specific version (e.g., 3-2)."
373,,,,file,util/dtd/eu-regional-n.dtd,"DTD for the EU specific documentation. “n” denotes the specific version (e.g., 1-1)."
374,,,,file,util/dtd/jp-regional-n.xsd,"Schema for the Japan specific documentation. “n” denotes the specific version (e.g., 1-0)."
375,,,,file,util/dtd/us-regional-n.dtd,"DTD for the US specific documentation. “n” denotes the specific version (e.g., 1-0)."
376,,,,file,util/dtd/xx-regional-n.dtd,"DTD for the xx specific documentation, where xx is a two character country code from ISO-3166-1. “n” denotes the specific version (e.g., 1-0)."
377,,,,directory,util/style,Directory for style sheets – ICH and regional stylesheets
378,,,,file,util/style/ectd-n.xsl,"The specific version of the eCTD stylesheet used by the applicant as a reference during the creation of the submission should be included. “n” denotes the specific version (e.g., 1-0)."
379,,,,file,util/style/xx-regional-n.xsl,"Stylesheet for the xx specific documentation, where xx is a two character country code from ISO-3166-1. “n” denotes the specific version (e.g., 1-0)."
